[debug] [2026-08-06T16:19:41.628Z] [Firebase Plugin] Activating Firebase extension.
[debug] [2026-08-06T16:21:37.094Z] [Firebase Plugin] requireAuthWrapper
[debug] [2026-08-06T16:21:37.098Z] > command requires scopes: ["email","openid","https://www.googleapis.com/auth/cloudplatformprojects.readonly","https://www.googleapis.com/auth/firebase","https://www.googleapis.com/auth/cloud-platform"]
[debug] [2026-08-06T16:21:37.100Z] > authorizing via signed-in user (amina.aks88@gmail.com)
[debug] [2026-08-06T16:21:37.110Z] Checked if tokens are valid: false, expires at: 1784902310911
[debug] [2026-08-06T16:21:37.111Z] Checked if tokens are valid: false, expires at: 1784902310911
[debug] [2026-08-06T16:21:37.112Z] > refreshing access token with scopes: []
[debug] [2026-08-06T16:21:37.117Z] >>> [apiv2][query] POST https://www.googleapis.com/oauth2/v3/token [none]
[debug] [2026-08-06T16:21:37.118Z] >>> [apiv2][body] POST https://www.googleapis.com/oauth2/v3/token [omitted]
[debug] [2026-08-06T16:21:37.211Z] [Firebase Plugin] VSCode notification server listening on port 40001
[debug] [2026-08-06T16:21:40.436Z] <<< [apiv2][status] POST https://www.googleapis.com/oauth2/v3/token 200
[debug] [2026-08-06T16:21:40.437Z] <<< [apiv2][body] POST https://www.googleapis.com/oauth2/v3/token [omitted]
[debug] [2026-08-06T16:21:40.483Z] [Firebase Plugin] User found:  amina.aks88@gmail.com
[info] i  dataconnect: Removing outdated emulator files: dataconnect-emulator-3.4.15.exe {"metadata":{"emulator":{"name":"dataconnect"},"message":"Removing outdated emulator files: dataconnect-emulator-3.4.15.exe"}}
[debug] [2026-08-06T16:22:23.030Z] 'fdc build' failed with error: Unable to build your SQL Connect schema and connectors (exit code 1): E0806 17:22:22.893363   14068 cmd.go:43] Error loading data connect config: could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"'fdc build' failed with error: Unable to build your SQL Connect schema and connectors (exit code 1): E0806 17:22:22.893363   14068 cmd.go:43] Error loading data connect config: could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:22:23.032Z] Ignoring unsupported arg: auto_download {"metadata":{"emulator":{"name":"dataconnect"},"message":"Ignoring unsupported arg: auto_download"}}
[debug] [2026-08-06T16:22:23.033Z] Ignoring unsupported arg: port {"metadata":{"emulator":{"name":"dataconnect"},"message":"Ignoring unsupported arg: port"}}
[debug] [2026-08-06T16:22:23.034Z] Starting SQL Connect Emulator with command {"binary":"C:\\Users\\BAB AL SAFA\\.cache\\firebase\\emulators\\dataconnect-emulator-3.4.16.exe","args":["--logtostderr","-v=2","dev","--listen=localhost:50001","--config_dir=c:\\mywebsites\\run213\\dataconnect","--enable_output_schema_extensions=true","--enable_output_generated_sdk=true"],"optionalArgs":["listen","config_dir","enable_output_schema_extensions","enable_output_generated_sdk"],"joinArgs":true,"shell":false,"port":9399} {"metadata":{"emulator":{"name":"dataconnect"},"message":"Starting SQL Connect Emulator with command {\"binary\":\"C:\\\\Users\\\\BAB AL SAFA\\\\.cache\\\\firebase\\\\emulators\\\\dataconnect-emulator-3.4.16.exe\",\"args\":[\"--logtostderr\",\"-v=2\",\"dev\",\"--listen=localhost:50001\",\"--config_dir=c:\\\\mywebsites\\\\run213\\\\dataconnect\",\"--enable_output_schema_extensions=true\",\"--enable_output_generated_sdk=true\"],\"optionalArgs\":[\"listen\",\"config_dir\",\"enable_output_schema_extensions\",\"enable_output_generated_sdk\"],\"joinArgs\":true,\"shell\":false,\"port\":9399}"}}
[info] i  dataconnect: SQL Connect Emulator logging to dataconnect-debug.log {"metadata":{"emulator":{"name":"dataconnect"},"message":"SQL Connect Emulator logging to \u001b[1mdataconnect-debug.log\u001b[22m"}}
[debug] [2026-08-06T16:22:23.501Z] E0806 17:22:23.405120     960 dev.go:80] Failed to load initial config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:22:23.405120     960 dev.go:80] Failed to load initial config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:22:23.608Z] E0806 17:22:23.502998     960 watch.go:116] watchAllDir unable to walk dir `c:\mywebsites\run213\dataconnect`: GetFileAttributesEx c:\mywebsites\run213\dataconnect: The system cannot find the file specified.
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:22:23.502998     960 watch.go:116] watchAllDir unable to walk dir `c:\\mywebsites\\run213\\dataconnect`: GetFileAttributesEx c:\\mywebsites\\run213\\dataconnect: The system cannot find the file specified.\n"}}
[debug] [2026-08-06T16:22:23.642Z] I0806 17:22:23.642286     960 dev.go:101] Listening on address (HTTP + gRPC): 127.0.0.1:50001
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"I0806 17:22:23.642286     960 dev.go:101] Listening on address (HTTP + gRPC): 127.0.0.1:50001\n"}}
[error] [Firebase Plugin] error:  {}
[debug] [2026-08-06T16:22:33.890Z] E0806 17:22:33.856648     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:22:33.856648     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:23:14.684Z] E0806 17:22:43.609283     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
E0806 17:22:53.699436     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
E0806 17:23:03.609581     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
E0806 17:23:13.608812     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:22:43.609283     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\nE0806 17:22:53.699436     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\nE0806 17:23:03.609581     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\nE0806 17:23:13.608812     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:23:23.608Z] E0806 17:23:23.608559     960 watch.go:116] watchAllDir unable to walk dir `c:\mywebsites\run213\dataconnect`: GetFileAttributesEx c:\mywebsites\run213\dataconnect: The system cannot find the file specified.
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:23:23.608559     960 watch.go:116] watchAllDir unable to walk dir `c:\\mywebsites\\run213\\dataconnect`: GetFileAttributesEx c:\\mywebsites\\run213\\dataconnect: The system cannot find the file specified.\n"}}
[debug] [2026-08-06T16:23:23.609Z] E0806 17:23:23.608559     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:23:23.608559     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:23:33.608Z] E0806 17:23:33.608447     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:23:33.608447     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:23:43.678Z] E0806 17:23:43.610476     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:23:43.610476     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:23:53.613Z] E0806 17:23:53.612864     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:23:53.612864     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:24:03.659Z] E0806 17:24:03.658485     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:24:03.658485     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:24:13.609Z] E0806 17:24:13.609285     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:24:13.609285     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:24:23.610Z] E0806 17:24:23.608807     960 watch.go:116] watchAllDir unable to walk dir `c:\mywebsites\run213\dataconnect`: GetFileAttributesEx c:\mywebsites\run213\dataconnect: The system cannot find the file specified.
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:24:23.608807     960 watch.go:116] watchAllDir unable to walk dir `c:\\mywebsites\\run213\\dataconnect`: GetFileAttributesEx c:\\mywebsites\\run213\\dataconnect: The system cannot find the file specified.\n"}}
[debug] [2026-08-06T16:24:23.612Z] E0806 17:24:23.611384     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:24:23.611384     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:24:33.614Z] E0806 17:24:33.613613     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:24:33.613613     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:24:43.609Z] E0806 17:24:43.609284     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:24:43.609284     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:24:53.609Z] E0806 17:24:53.609713     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:24:53.609713     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:25:03.609Z] E0806 17:25:03.609510     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:25:03.609510     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:25:13.612Z] E0806 17:25:13.608267     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:25:13.608267     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:25:23.608Z] E0806 17:25:23.608259     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:25:23.608259     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:25:23.611Z] E0806 17:25:23.610472     960 watch.go:116] watchAllDir unable to walk dir `c:\mywebsites\run213\dataconnect`: GetFileAttributesEx c:\mywebsites\run213\dataconnect: The system cannot find the file specified.
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:25:23.610472     960 watch.go:116] watchAllDir unable to walk dir `c:\\mywebsites\\run213\\dataconnect`: GetFileAttributesEx c:\\mywebsites\\run213\\dataconnect: The system cannot find the file specified.\n"}}
[debug] [2026-08-06T16:25:33.609Z] E0806 17:25:33.608752     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:25:33.608752     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:25:43.617Z] E0806 17:25:43.617830     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:25:43.617830     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:25:53.609Z] E0806 17:25:53.609568     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:25:53.609568     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:26:03.608Z] E0806 17:26:03.608404     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:26:03.608404     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:26:13.609Z] E0806 17:26:13.609214     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:26:13.609214     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:26:23.608Z] E0806 17:26:23.608827     960 watch.go:116] watchAllDir unable to walk dir `c:\mywebsites\run213\dataconnect`: GetFileAttributesEx c:\mywebsites\run213\dataconnect: The system cannot find the file specified.
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:26:23.608827     960 watch.go:116] watchAllDir unable to walk dir `c:\\mywebsites\\run213\\dataconnect`: GetFileAttributesEx c:\\mywebsites\\run213\\dataconnect: The system cannot find the file specified.\n"}}
[debug] [2026-08-06T16:26:23.610Z] E0806 17:26:23.609336     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:26:23.609336     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:26:33.613Z] E0806 17:26:33.612766     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:26:33.612766     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:26:43.609Z] E0806 17:26:43.609124     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:26:43.609124     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:26:53.609Z] E0806 17:26:53.609182     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:26:53.609182     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:27:03.724Z] E0806 17:27:03.723186     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:27:03.723186     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:27:13.608Z] E0806 17:27:13.608472     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:27:13.608472     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:27:23.632Z] E0806 17:27:23.630475     960 watch.go:116] watchAllDir unable to walk dir `c:\mywebsites\run213\dataconnect`: GetFileAttributesEx c:\mywebsites\run213\dataconnect: The system cannot find the file specified.
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:27:23.630475     960 watch.go:116] watchAllDir unable to walk dir `c:\\mywebsites\\run213\\dataconnect`: GetFileAttributesEx c:\\mywebsites\\run213\\dataconnect: The system cannot find the file specified.\n"}}
[debug] [2026-08-06T16:27:23.634Z] E0806 17:27:23.630475     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:27:23.630475     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:27:33.611Z] E0806 17:27:33.611546     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:27:33.611546     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:27:43.612Z] E0806 17:27:43.611791     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:27:43.611791     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:27:53.608Z] E0806 17:27:53.608241     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:27:53.608241     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:28:03.608Z] E0806 17:28:03.608192     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:28:03.608192     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:28:13.610Z] E0806 17:28:13.610235     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:28:13.610235     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:28:23.608Z] E0806 17:28:23.608434     960 watch.go:116] watchAllDir unable to walk dir `c:\mywebsites\run213\dataconnect`: GetFileAttributesEx c:\mywebsites\run213\dataconnect: The system cannot find the file specified.
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:28:23.608434     960 watch.go:116] watchAllDir unable to walk dir `c:\\mywebsites\\run213\\dataconnect`: GetFileAttributesEx c:\\mywebsites\\run213\\dataconnect: The system cannot find the file specified.\n"}}
[debug] [2026-08-06T16:28:23.609Z] E0806 17:28:23.609035     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:28:23.609035     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
[debug] [2026-08-06T16:28:33.610Z] E0806 17:28:33.609841     960 watch.go:40] Failed to load config from "c:\\mywebsites\\run213\\dataconnect": could not find dataconnect.yaml in `c:\mywebsites\run213\dataconnect`
 {"metadata":{"emulator":{"name":"dataconnect"},"message":"E0806 17:28:33.609841     960 watch.go:40] Failed to load config from \"c:\\\\mywebsites\\\\run213\\\\dataconnect\": could not find dataconnect.yaml in `c:\\mywebsites\\run213\\dataconnect`\n"}}
